id,name,co_authors,papers,num_co_authors,num_papers,community
1426558,Roberto Alexandre Dias,"['34444', '427072', '752521', '1428261']","['573697976e3b12023e67cbbe', '573698236e3b12023e6f5afb']",4,2,7793.0
1426775,Roberto C. de Oliveira,"['753417', '950914', '954619', '1009584', '1154950', '1298386']","['5736982e6e3b12023e6ffaea', '5736986f6e3b12023e731dca', '573697736e3b12023e65a6ef', '573698416e3b12023e70b556', '573695786e3b12023e49c044', '573697d26e3b12023e6b1bda', '573697726e3b12023e65a056', '5736971f6e3b12023e612cce', '573695c26e3b12023e4dd40f', '573698416e3b12023e70b673', '573696aa6e3b12023e5aee28']",6,11,7793.0
1427626,Roberto Milton Scheffel,"['752521', '992100', '1004561', '1059273', '1070143', '1202837', '1307638', '1428261', '1752883']","['5736971f6e3b12023e61275f', '5736969d6e3b12023e5a5e49']",9,2,7793.0
1428261,Roberto Willrich,"['27082', '34444', '95789', '112366', '112435', '238560', '249691', '297355', '390883', '427072', '495679', '578471', '752521', '753417', '837945', '855264', '992100', '1004561', '1037894', '1059273', '1070143', '1154950', '1202837', '1202846', '1298386', '1307638', '1337117', '1375499', '1399708', '1426360', '1426558', '1427626', '1503171', '1622236', '1669620', '1752883']","['573697536e3b12023e63d2cf', '573697d36e3b12023e6b291b', '573698026e3b12023e6dbb46', '573698026e3b12023e6dbbd4', '5736979b6e3b12023e68135f', '5736971f6e3b12023e61275f', '573695e96e3b12023e4fe5d4', '573697976e3b12023e67cbbe', '573697536e3b12023e63d243', '573696de6e3b12023e5dd326', '573695ef6e3b12023e504b64', '555037917cea80f95418f863', '573698026e3b12023e6dbba2', '573697c86e3b12023e6a7eb2', '573695f06e3b12023e504ea1', '573697066e3b12023e6003ae', '573695e86e3b12023e4fe4e0', '573696a86e3b12023e5ad71f', '57d063acac4436735428b038', '573696de6e3b12023e5dd675', '573697696e3b12023e6514fa']",36,21,7793.0
1428963,Robin O. Cleveland,"['448169', '455178', '588969', '1206922', '1744820']","['573697886e3b12023e66e382', '573696126e3b12023e524fd4']",5,2,10998.0
1429859,Rod Downey,"['63039', '112590', '116984', '171999', '175196', '236532', '350320', '381481', '392515', '468491', '541174', '542605', '581303', '834001', '867254', '910067', '965388', '980649', '1086381', '1088526', '1093656', '1138790', '1163893', '1195915', '1250370', '1300388', '1301345', '1395562', '1435822', '1676344', '1803286']","['573695e46e3b12023e4fa5bb', '573695fa6e3b12023e50e4ce', '573695ce6e3b12023e4e6f02', '5736973d6e3b12023e62c3cc', '58d82fc1d649053542fd424d', '573695f46e3b12023e508dde', '573695636e3b12023e489bd0', '573695e46e3b12023e4fa29a', '573696266e3b12023e536ad2', '573695f46e3b12023e508f4c', '5736973d6e3b12023e62c148', '573697336e3b12023e62367a', '573696266e3b12023e536ad5', '573698616e3b12023e727ead', '5736976e6e3b12023e655600', '573697f66e3b12023e6d058f', '573697de6e3b12023e6bbcd6', '573695f46e3b12023e508dbb', '573696766e3b12023e58237d', '573696756e3b12023e581f31', '573695e46e3b12023e4fa5b1', '573696756e3b12023e5820b2', '573695656e3b12023e48abe2', '573695e46e3b12023e4fa359', '573695fa6e3b12023e50e870', '58d82fc1d649053542fd42b3', '573695e46e3b12023e4fa2ad', '573695786e3b12023e49acda', '555036d37cea80f95415a5c9', '573695fe6e3b12023e51215c', '573695f36e3b12023e50836f', '573698616e3b12023e727930', '573696756e3b12023e582198', '5736973d6e3b12023e62c2aa', '573697336e3b12023e62368e']",31,35,7789.0
1431357,Rodrigo Moreira Bacurau,"['59977', '80570', '95815', '443252', '480373', '544402', '753417', '837103', '841019', '1271412', '1426360', '1622101']","['58d8303fd649053542fe7662', '58437707ac44360f1082b155', '573698826e3b12023e742004']",12,3,7793.0
1441517,Ronnie Sircar,"['107517', '162938', '295236', '453004', '544637', '593819', '753472', '930053', '930063', '1116069', '1120904', '1151647', '1204875', '1295950', '1401318', '1481391', '1654201', '1674093', '1706899']","['5736966b6e3b12023e57738c', '573696976e3b12023e5a05e1', '57a4e912ac44365e35c963e0', '573696a16e3b12023e5a88b1', '573696976e3b12023e5a0729', '573695d06e3b12023e4e8a80', '573695a06e3b12023e4befcd', '58d82ff4d649053542fdcd52', '5550378a7cea80f95418e085', '573695ec6e3b12023e501e7c', '58d82ff4d649053542fdcd50', '573695ed6e3b12023e501fce', '573695a06e3b12023e4bf0d3', '573696656e3b12023e571b7a', '573695d06e3b12023e4e8b85', '573696976e3b12023e5a08fc', '573696a16e3b12023e5a8883']",19,17,10998.0
1446828,Ruchir Shah,"['66106', '116973', '194163', '735573', '856310', '1051212', '1756780']","['573697f16e3b12023e6cc543', '573696516e3b12023e55eff6', '573697ce6e3b12023e6ae295']",7,3,7102.0
1451981,Russell Miller,"['70179', '109919', '112590', '134698', '151256', '175196', '259484', '268797', '381481', '416052', '431759', '433747', '569886', '607904', '692897', '760540', '803257', '851119', '872364', '908972', '910067', '1136663', '1176054', '1263337', '1321827', '1395252', '1395960', '1411243', '1414890', '1449914', '1515243', '1515258', '1586237', '1618450', '1673600', '1676123', '1718146', '1768595']","['5736960c6e3b12023e51ecdb', '573697336e3b12023e6235cc', '573697336e3b12023e6236bc', '573696566e3b12023e5631c0', '573697336e3b12023e623668', '573697336e3b12023e62379d', '573695f46e3b12023e509000', '573695f36e3b12023e5087a2', '573696756e3b12023e5820ef', '573695f46e3b12023e508da0', '573697336e3b12023e6237ce', '573696766e3b12023e58257f', '5736960a6e3b12023e51d5b5', '57d063cfac44367354291755', '5736960c6e3b12023e51f3db', '58d83014d649053542fe1f01', '573695f46e3b12023e509262', '58d82fc5d649053542fd48ad', '573698796e3b12023e73913e', '573695786e3b12023e49ab67', '573696106e3b12023e52308c', '5736962e6e3b12023e53beca', '573696266e3b12023e536d75', '555036d37cea80f95415a5a2', '573697336e3b12023e6236b4', '573695786e3b12023e49ac1c', '573695f46e3b12023e508c19', '573695f46e3b12023e508f3b', '573696576e3b12023e563f39', '573697336e3b12023e6236aa', '573695f46e3b12023e508bfa', '573696576e3b12023e563d07', '573697d16e3b12023e6b01d0']",38,33,7789.0
1452312,Rutger Kuyper,"['236532', '381481', '965388', '1080452', '1090210', '1301345', '1506924', '1506957', '1586237', '1709141']","['5736966f6e3b12023e57bf78', '5736978c6e3b12023e67203c', '573696766e3b12023e582436', '58437735ac44360f1083208d', '555036d07cea80f954158ed9', '58d83014d649053542fe1ee2', '5843771fac44360f1082e996', '555036bc7cea80f95414e8e4', '555036ef7cea80f954166b05', '58d83014d649053542fe1ee4']",10,10,7789.0
1459040,S. Barry Cooper,"['67532', '78043', '92963', '99152', '105932', '116984', '137127', '171217', '183947', '230547', '260328', '269543', '319749', '335481', '437380', '444029', '510909', '542605', '581303', '630443', '645089', '692897', '776284', '786859', '841425', '917757', '949495', '972885', '1050131', '1055093', '1080452', '1094134', '1114910', '1289135', '1326110', '1344856', '1409554', '1420831', '1485988', '1586237', '1628970', '1721845', '1733365', '1791743', '1859407']","['573695626e3b12023e488bbb', '573695f46e3b12023e509271', '573695646e3b12023e48a906', '5736973c6e3b12023e62bee1', '5736956e6e3b12023e49283f', '573695786e3b12023e49ac3b', '555036e47cea80f95416502c', '573695f46e3b12023e508d3f', '555036f17cea80f954167d3c', '5736956f6e3b12023e492ae8', '573695fa6e3b12023e50e81a', '573697f66e3b12023e6d05e5', '57d0637cac443673542881e8', '573695ff6e3b12023e513791', '5736956e6e3b12023e492902', '573695f36e3b12023e508882', '573695e46e3b12023e4fa173', '573695f46e3b12023e509179', '573695446e3b12023e471b78', '573696566e3b12023e5631ac', '573695e46e3b12023e4fa4a2', '573695f36e3b12023e508844', '58d82facd649053542fd0f45', '555036b97cea80f95414cdc3', '573695f46e3b12023e508d1b', '573697f66e3b12023e6d0534', '573695fa6e3b12023e50e57c', '5736956e6e3b12023e492860', '573697f66e3b12023e6d0515', '573695e46e3b12023e4fa4a5', '573696576e3b12023e5640a6', '573696576e3b12023e563e9d', '573696046e3b12023e517e7f', '573695636e3b12023e489987', '573695636e3b12023e489784', '5736956e6e3b12023e4928f3', '573696766e3b12023e582552', '573697f66e3b12023e6d05e8', '573695c96e3b12023e4e3284', '573695f36e3b12023e508521', '5736960f6e3b12023e52207c', '573695fe6e3b12023e512439', '573696576e3b12023e564a66', '573695f46e3b12023e508fde', '573696756e3b12023e58218f', '573695656e3b12023e48aacf', '573695f46e3b12023e508cf5', '573695786e3b12023e49ad47', '573696766e3b12023e582311', '573697f66e3b12023e6d051b', '573697f66e3b12023e6d050a', '573695b56e3b12023e4d2f1b', '5843771fac44360f1082e513', '573695786e3b12023e49abb2', '573696766e3b12023e5822c3', '573695e46e3b12023e4fa3b0', '573696576e3b12023e563e8c', '573697f66e3b12023e6d0673', '58d82fc1d649053542fd4212', '573695e46e3b12023e4fa26c', '573695f46e3b12023e509038', '573696766e3b12023e5822cc', '573695f46e3b12023e508e5c', '573696766e3b12023e58232b', '573695f36e3b12023e508831', '573697336e3b12023e62375d', '555036f17cea80f954167d25', '573698206e3b12023e6f2bc0', '573696906e3b12023e59a86d', '573696576e3b12023e563e7b', '573695e46e3b12023e4fa390', '573695ca6e3b12023e4e3692']",45,72,7789.0
1468293,S. Raja,"['16833', '476480', '798003', '1202560', '1291907', '1350042', '1731579']","['58d82fe0d649053542fd9f75', '573696616e3b12023e56e43c', '555037377cea80f95417a6cc', '573696086e3b12023e51b8cd', '573696d66e3b12023e5d5fb1', '57a4e912ac44365e35c9615b', '57a4e91dac44365e35c982a0', '58d82fced649053542fd697a', '573696096e3b12023e51cf4c', '5736975c6e3b12023e645785']",7,10,17944.0
1468531,S. Revelin,"['26493', '170005', '195066', '226628', '306863', '306864', '327999', '390021', '442306', '454953', '706685', '1041737', '1093354', '1138902', '1277055', '1278252', '1377981', '1419021', '1627929', '1748866']","['573698186e3b12023e6ec73d', '573697006e3b12023e5fac7a']",20,2,1349.0
1473320,Sabine Deligne,"['26493', '187861', '195066', '252069', '264977', '393615', '442306', '513552', '517399', '548902', '614375', '615899', '645417', '682325', '735887', '749981', '882584', '982431', '1228301', '1310331', '1384708', '1501317', '1696045', '1717075', '1846967']","['573697896e3b12023e66ed46', '5736963c6e3b12023e548d0d', '5736958e6e3b12023e4aef4c', '573696fd6e3b12023e5f8c28', '573696fc6e3b12023e5f79df', '573697586e3b12023e641933', '5736984d6e3b12023e715298', '5736978a6e3b12023e66f99b', '5736958b6e3b12023e4abea4', '573697896e3b12023e66ee17', '5736957b6e3b12023e49d888', '573696ff6e3b12023e5f9aad', '555037557cea80f95418230e', '573696da6e3b12023e5d985d', '5736978a6e3b12023e670008', '573696fe6e3b12023e5f9704', '573697006e3b12023e5fa8ec', '573697006e3b12023e5fb001', '555037557cea80f954182667', '5736965a6e3b12023e567791', '573696fd6e3b12023e5f88b2']",25,21,1349.0
1483148,Samer Atawneh,"['11197', '87936', '164543', '444618', '1350161']","['573696876e3b12023e5929ee', '555036e67cea80f95416580d']",5,2,7102.0
1485221,Samuel E. Bodily,"['219576', '341560', '911610', '967640', '1149707', '1333748', '1391257', '1422051', '1535329']","['573696816e3b12023e58d113', '58437713ac44360f1082cb43', '573695f06e3b12023e505270', '573695ef6e3b12023e504bd9', '573695996e3b12023e4b818b', '573695b76e3b12023e4d4123', '573696816e3b12023e58cf30', '57a4e901ac44365e35c951bc', '573696816e3b12023e58d045', '573696816e3b12023e58cbb5', '573695a16e3b12023e4c0bb7', '58437713ac44360f1082d0ac', '573695996e3b12023e4b81d1']",9,13,13135.0
1487062,Sanchika Gupta,"['43847', '119740', '378353', '523078', '625272', '892049', '1285832', '1346077', '1487346', '1492131', '1605545', '1614742', '1633649']","['5736977a6e3b12023e66181c', '5736955b6e3b12023e483a29', '5736977a6e3b12023e661815', '573698326e3b12023e7021ba', '573698456e3b12023e70ef3c', '573697a46e3b12023e68967a', '573697c96e3b12023e6a8a7e', '5736985f6e3b12023e725760', '5736985f6e3b12023e72589a', '555036c27cea80f95415265a', '555036c67cea80f954154d3f', '573698316e3b12023e701eb9', '573698316e3b12023e701eb1', '573697c96e3b12023e6a8aeb']",13,14,7102.0
1487287,Sandeep K. Sood,"['31696', '117914', '582769', '614892', '942448', '961970', '1050563', '1201917', '1227408', '1291230', '1380886', '1492367', '1531310', '1605928', '1609692']","['573695e36e3b12023e4f9d77', '573696aa6e3b12023e5af712', '5736981d6e3b12023e6f0be4', '57d063a2ac443673542898e8', '573696db6e3b12023e5db07e', '5736969c6e3b12023e5a542e', '573695d76e3b12023e4eef08', '573698456e3b12023e70ef5a', '573695e36e3b12023e4f9a00', '573696aa6e3b12023e5af6e4', '573696c66e3b12023e5c677c', '5736981e6e3b12023e6f19d7', '5843773eac44360f10834194', '573698556e3b12023e71c3f0', '573696956e3b12023e59e100', '5736961b6e3b12023e52db9f', '57a4e908ac44365e35c95dfa', '573695846e3b12023e4a5635', '573695b76e3b12023e4d43e6', '573696656e3b12023e572566', '573696aa6e3b12023e5af6c6', '5736955b6e3b12023e4834a0', '57a4e932ac44365e35c9c359', '5736959e6e3b12023e4bd62c', '573696c66e3b12023e5c6813', '555036f77cea80f95416ae9e', '5736965a6e3b12023e566765', '57d06393ac44367354288cbc', '573695b76e3b12023e4d458e', '573695aa6e3b12023e4c91d7', '57a4e918ac44365e35c96c7d', '573698456e3b12023e70ef45', '573696956e3b12023e59e0c9', '573695a76e3b12023e4c5331', '5736954c6e3b12023e4788c2', '573695aa6e3b12023e4c91cc', '5736961b6e3b12023e52dabf', '5736965a6e3b12023e566931']",15,38,7102.0
1491371,Sanghyeon Yu,"['513122', '594969', '665411', '667566', '722153', '836645', '948884', '1165773', '1336174']","['573696976e3b12023e5a054b', '573696206e3b12023e532221', '57d0637cac44367354287e21', '573695a06e3b12023e4befa8']",9,4,10998.0
1492567,Sanjeev Mohindra,"['122462', '372918', '456136', '757368', '816219', '853806', '914759', '1002604', '1147088', '1157675', '1214572', '1214578', '1420620', '1504698', '1708732']","['573696b26e3b12023e5b4c9f', '573697666e3b12023e64d7ac', '5736969c6e3b12023e5a5177']",15,3,6148.0
1493052,Sanketh Datla,"['25227', '176538', '1214902', '1379975', '1384751']","['573697c96e3b12023e6a8a05', '573697c96e3b12023e6a8b12', '573697c96e3b12023e6a89e7', '5736968f6e3b12023e59a08d']",5,4,7102.0
1495482,Sara Mota,"['185135', '691790', '966309', '1183081', '1216135', '1337117', '1658421']","['573697cb6e3b12023e6ab73b', '573696ef6e3b12023e5ec67d', '573695d76e3b12023e4eef5a']",7,3,7793.0
1501317,Satya Dharanipragada,"['48769', '104269', '104858', '187861', '194564', '195066', '206993', '252069', '333822', '348612', '442306', '493621', '544979', '614375', '644425', '712731', '752763', '766747', '809259', '875407', '891680', '926686', '982431', '1041737', '1082762', '1093354', '1148707', '1176969', '1201304', '1283160', '1304669', '1310331', '1384708', '1473320', '1479802', '1505178', '1626638', '1682186', '1708523', '1757608', '1784102']","['5736970d6e3b12023e6069e8', '573697006e3b12023e5faf2c', '573696ff6e3b12023e5f9dd0', '5736958b6e3b12023e4abf40', '573696fd6e3b12023e5f8143', '555037557cea80f954181925', '555037557cea80f954181d32', '573697006e3b12023e5fa801', '573697016e3b12023e5fb267', '573697006e3b12023e5fa6c4', '573697876e3b12023e66dd62', '573696fc6e3b12023e5f80ae', '573697866e3b12023e66d1cc', '573696fc6e3b12023e5f7a7d', '5736964e6e3b12023e55afff', '5736958b6e3b12023e4abea4', '573696fd6e3b12023e5f831a', '5736958b6e3b12023e4abb44', '555037557cea80f954181abb', '573696466e3b12023e5528ea', '573696436e3b12023e550502', '5736974b6e3b12023e636d41', '5736978a6e3b12023e670008', '573697896e3b12023e66f714', '5736958b6e3b12023e4abae0', '573696466e3b12023e5528c1', '573697796e3b12023e660beb', '5736978a6e3b12023e66fdb6', '573697886e3b12023e66ea20', '5736958b6e3b12023e4abf4e', '573696fe6e3b12023e5f9431', '573697006e3b12023e5fa7e5', '5736958b6e3b12023e4abdbb']",41,33,1349.0
1503556,Scott Axelrod,"['187861', '213697', '252069', '541430', '544979', '548902', '577509', '891680', '982431', '1148707', '1310331', '1384708', '1384785', '1717075']","['573697006e3b12023e5fad3e', '573697886e3b12023e66e2fd', '5736958b6e3b12023e4abc44', '573697886e3b12023e66e4f4', '5736958b6e3b12023e4abebe', '573697886e3b12023e66e5d0', '573696fc6e3b12023e5f80c1', '5736978a6e3b12023e6705cf', '573696ff6e3b12023e5f9fe7', '573697006e3b12023e5faa39', '573696fd6e3b12023e5f8612', '5736978a6e3b12023e66fe0c']",14,12,1349.0
1504698,Scott M. Sawyer,"['90122', '122462', '165369', '372918', '456136', '757368', '816219', '853806', '889729', '914759', '1002604', '1147088', '1157675', '1214572', '1234424', '1420620', '1492567', '1641049']","['573697ac6e3b12023e68f486', '5736978a6e3b12023e67071a', '573697ac6e3b12023e68f491', '573697666e3b12023e64d7ac', '555037687cea80f954186137', '555036d67cea80f95415cb9a']",18,6,6148.0
1505178,Scott Saobing Chen,"['104269', '104858', '187861', '195066', '206993', '329290', '333822', '393615', '442306', '544979', '614375', '752763', '891680', '954662', '968102', '982431', '1024390', '1083622', '1093354', '1148707', '1176969', '1201304', '1304669', '1310331', '1342691', '1377981', '1384708', '1384785', '1501317', '1599998', '1626638', '1784102']","['573697006e3b12023e5faaec', '555037557cea80f954181693', '573696fd6e3b12023e5f8318', '573697886e3b12023e66e888', '573697886e3b12023e66ea20', '5736965a6e3b12023e5676a8', '5736986b6e3b12023e72fafd', '555037547cea80f9541813e2', '555037547cea80f9541814ba']",32,9,1349.0
1506139,Sean F. Holman,"['201284', '433183', '836645', '930063', '1037003', '1120555']","['573696976e3b12023e5a0a7c', '555036c57cea80f954153faa']",6,2,10998.0
1506957,Sebastiaan Terwijn,"['99152', '112590', '136087', '319749', '381481', '401418', '510909', '608284', '625026', '717059', '734514', '735643', '811390', '928111', '928125', '970362', '1006045', '1303331', '1430270', '1452312', '1492145', '1779896', '1803286']","['573695626e3b12023e48904f', '573696576e3b12023e563eb2', '5736978c6e3b12023e671f96', '573696046e3b12023e517473', '573697586e3b12023e641973', '573696616e3b12023e56e353', '573695e46e3b12023e4fa25a', '573697dd6e3b12023e6bb737', '573695f46e3b12023e508a3a', '573697336e3b12023e6236da', '573695636e3b12023e4893ae', '573697b06e3b12023e692f12', '573695f46e3b12023e5091e9', '573698616e3b12023e7278bc', '573696e16e3b12023e5e04dc', '573695786e3b12023e49ac20', '573696766e3b12023e5823c0', '573695656e3b12023e48ad06', '5736966f6e3b12023e57c337', '5736987d6e3b12023e73d327', '573695e46e3b12023e4fa6ce', '573696766e3b12023e5823a8', '5736960d6e3b12023e520b76', '555036ef7cea80f954166b05', '5736959c6e3b12023e4bc4d3', '573695f36e3b12023e5085ba', '573696af6e3b12023e5b3215', '5736976e6e3b12023e6554e1', '5736979b6e3b12023e6812a1', '573695f36e3b12023e50838e', '573696066e3b12023e51a1f4', '573697586e3b12023e641991', '573695986e3b12023e4b790e', '573695986e3b12023e4b7b63', '573697d86e3b12023e6b6ded']",23,35,7789.0
1507903,Sebastian Kuhnert,"['179461', '199478', '509191', '537173', '718934', '804113', '1263370', '1272221', '1731579', '1811996']","['573696626e3b12023e56e61e', '573696616e3b12023e56e179', '573695986e3b12023e4b7a2d', '573696626e3b12023e56e9a6', '5736958f6e3b12023e4afdb7', '573696626e3b12023e56e6b8', '573696ca6e3b12023e5cb18b', '573696a16e3b12023e5a89be', '555037277cea80f9541772a0', '573695636e3b12023e489c78', '5736960b6e3b12023e51e087', '573697b06e3b12023e6932f0', '573697d76e3b12023e6b5301', '573695986e3b12023e4b7a2c', '57a4e91aac44365e35c97b86', '555036e67cea80f95416615b', '5736987d6e3b12023e73d532', '573696b56e3b12023e5b7f1b', '57a4e8f1ac44365e35c93087', '58d82fb2d649053542fd1894', '58437735ac44360f10832285', '573696616e3b12023e56e38a', '57d06416ac4436735429cc63', '573696e16e3b12023e5e0712', '5736967c6e3b12023e587ea7', '5736960f6e3b12023e52196e', '573697276e3b12023e6197aa', '5736987d6e3b12023e73d5be', '5736960d6e3b12023e52089a', '5736987d6e3b12023e73d132']",10,30,17944.0
1510600,Seinosuke Toda,"['199478', '641220', '718934', '804113', '856838', '931176', '958745', '1037572', '1178793', '1178794', '1272221', '1406752', '1456289', '1637305', '1666994', '1711151', '1731579', '1889498']","['573696796e3b12023e5856a8', '573695636e3b12023e489ad0', '573697276e3b12023e619744', '573697f56e3b12023e6cf752', '5736987d6e3b12023e73d630', '573696796e3b12023e5855d9', '573697276e3b12023e61990c', '5736976e6e3b12023e6555e5', '573695986e3b12023e4b7892', '5736967c6e3b12023e587eef', '573695866e3b12023e4a76f9', '573696466e3b12023e552e12', '573697f56e3b12023e6cf666', '573695866e3b12023e4a76a7', '573695ce6e3b12023e4e711a', '555036b67cea80f95414b1d7', '5736987d6e3b12023e73d314', '573696796e3b12023e5854c1', '5736986a6e3b12023e72ec98', '573696796e3b12023e585826', '573695fa6e3b12023e50e55d', '5736967c6e3b12023e588666', '5736974a6e3b12023e635c52', '573697f56e3b12023e6cf696', '573698276e3b12023e6f954d', '573695646e3b12023e48a479', '5736965a6e3b12023e566d89', '573695646e3b12023e48a0c9', '573696626e3b12023e56e642', '573697f56e3b12023e6cf691', '573695626e3b12023e4890de', '573697226e3b12023e615204', '573695fa6e3b12023e50e46a', '573697b06e3b12023e693195', '573695e16e3b12023e4f73a8', '573697f56e3b12023e6cf80e', '573695636e3b12023e489829', '573695fa6e3b12023e50e339', '5736962f6e3b12023e53ce0c', '573698276e3b12023e6f9373', '573696616e3b12023e56e43a']",18,41,17944.0
1512921,Seong Dae Kim,"['703105', '715828', '763864', '858860', '950126', '1216733', '1421611', '1604640']","['555036e47cea80f9541652c3', '555036d37cea80f95415aad7', '573696716e3b12023e57e2c9', '573696716e3b12023e57df0f', '5736958d6e3b12023e4ad947', '555036f27cea80f954168455', '573695986e3b12023e4b7e4d']",8,7,13135.0
1515258,Sergei S. Goncharov,"['63039', '66610', '103849', '151256', '171999', '259484', '350320', '399110', '433747', '769329', '806815', '851119', '1263337', '1318750', '1395960', '1406385', '1430270', '1451981', '1457656', '1495598', '1714553', '1718146', '1741225', '1768595', '1869934']","['573695f46e3b12023e509049', '5736975b6e3b12023e643fc5', '573696756e3b12023e581f8e', '58d82fe8d649053542fdb0a3', '5736978c6e3b12023e671f88', '573697d56e3b12023e6b4447', '573696e16e3b12023e5e054b', '573695f46e3b12023e509269', '573695786e3b12023e49ad3e', '573696756e3b12023e581f3d', '573695786e3b12023e49ac3f', '573696266e3b12023e536c5f', '573696766e3b12023e58257f', '573695f36e3b12023e508351', '573695f36e3b12023e5084a1']",25,15,7789.0
1522221,Shadi Khalifa,"['138576', '319026', '340769', '481086', '925527', '1163442', '1297483', '1825601']","['58d82fecd649053542fdc5bf', '5843778eac44360f10844a15']",8,2,4065.0
1522292,Shady Khalifa,"['4604', '164480', '319026', '340769', '345135', '484517', '530537', '920294', '1163442', '1297483', '1415723', '1670196']","['555037607cea80f954183db8', '573698086e3b12023e6e00ef', '573698086e3b12023e6e0388', '573698086e3b12023e6e00c0']",12,4,4065.0
1555949,Siddharth Samsi,"['22825', '52336', '62476', '65808', '108468', '114099', '122462', '135151', '150323', '152279', '152310', '196518', '196549', '256485', '261439', '293470', '360162', '362271', '416652', '548362', '618076', '765586', '812321', '844992', '853806', '882479', '886027', '963103', '964707', '1115864', '1137314', '1144204', '1145496', '1163201', '1230189', '1303320', '1322952', '1345556', '1575613', '1676263', '1691012', '1730464', '1771151']","['573696486e3b12023e555602', '58d82fc8d649053542fd5c4c', '555037157cea80f954172787', '573696656e3b12023e572562', '58d83028d649053542fe4cf2', '573696326e3b12023e53fd29', '5736959d6e3b12023e4bd16c', '573696cc6e3b12023e5cca68', '5736978a6e3b12023e66fe50', '555036d77cea80f95415d9ed', '57a4e91dac44365e35c986c5', '58d82fecd649053542fdc4d0', '57a4e91dac44365e35c98caa', '58d83028d649053542fe4cce', '58d83028d649053542fe4ce1', '58d83028d649053542fe4d05', '57a4e91aac44365e35c97eb7', '58437725ac44360f1082f7ff']",43,18,6148.0
1559416,Sima Soltani,"['37426', '84931', '484517', '920294', '1081424', '1109951', '1297483', '1514831', '1764678']","['573696306e3b12023e53e79c', '573697556e3b12023e63f91d', '58d82ffed649053542fdeb38', '5736973c6e3b12023e62b9d0', '58d8300dd649053542fe10e7', '57d063f6ac44367354296508', '573695f66e3b12023e50b0b8', '5736977c6e3b12023e66351a']",9,8,4065.0
1569691,Somenath Biswas,"['43888', '92879', '118023', '139190', '184984', '510239', '1050131', '1341454', '1379421', '1388590', '1482673', '1492571', '1518339', '1534514', '1611132', '1617708', '1680245', '1731579', '1732613']","['5736973b6e3b12023e62affe', '5736965a6e3b12023e566e09', '573695fa6e3b12023e50e6bf', '573695956e3b12023e4b56a8', '573698276e3b12023e6f8ec6', '573696796e3b12023e585949', '555037807cea80f95418a833', '573697e46e3b12023e6c2238', '573697de6e3b12023e6bbccf', '573697eb6e3b12023e6c752c', '5736984a6e3b12023e712f76', '573695ce6e3b12023e4e7143', '573697276e3b12023e61999b', '573695cd6e3b12023e4e5f22', '573695646e3b12023e48a640', '573697f56e3b12023e6cf5fb', '573696626e3b12023e56e91a', '573697f56e3b12023e6cf6e5', '573697df6e3b12023e6bc63b', '5736971e6e3b12023e612581', '573695636e3b12023e48925a', '573695c16e3b12023e4dc32f', '5736976e6e3b12023e65575b']",19,23,17944.0
1573359,Sophia Yakoubov,"['122721', '141842', '143375', '185162', '186235', '314917', '413259', '447264', '501478', '733491', '783331', '819921', '879102', '975203', '1069293', '1125888', '1149430', '1212798', '1234982', '1421599', '1730464', '1815734']","['57d063cfac4436735429171a', '555036bb7cea80f95414dbda', '58d82facd649053542fd0aef', '5736956c6e3b12023e4909b4', '5736956b6e3b12023e4905dc', '573696d76e3b12023e5d7b52', '5736956d6e3b12023e4915cc', '555037687cea80f95418614d', '57a4e8f9ac44365e35c94195', '555036db7cea80f954160489']",22,10,6148.0
1573455,Sophie Coudert,"['484822', '504918', '556242', '623998', '752137', '887657', '1005672', '1200529', '1293162', '1371527', '1400100', '1457176']","['5736981a6e3b12023e6ee057', '5736987b6e3b12023e73bc72', '573698596e3b12023e71f922', '5736980f6e3b12023e6e4da1', '5736980f6e3b12023e6e4cd3', '5736981a6e3b12023e6ee01c', '573698896e3b12023e747a1e']",12,7,7793.0
